2021-07-02 23:21:42.702286,b'\x10 \x00\x04MQTT\x04\xc2\x00<\x00\x00\x00\x08username\x00\x08password',MESSAGE NOT FUZZED
2021-07-02 23:21:42.727018,b'0 \x00\x08dev/testSending message number',b'0\x00\x08dev/testSending message num\xf3\xa0\x80\xa3/testSendinendinestSending message num/testSendinestSending message number'
2021-07-02 23:21:42.727123,b'0 \x00\x08dev/testSending message number0 \x00\x08dev/testSending message number0 \x00\x08dev/testSending message number0 \x00\x08dev/testSending message number0 \x00\x08dev/testSending message number0 \x00\x08dev/testSending message number0 \x00\x08dev/testSending message number0 \x00\x08dev/testSending message number0 \x00\x08dev/testSending message number0 \x00\x08dev/testSending message number0 \x00\x08dev/testSending message number',MESSAGE NOT FUZZED
2021-07-02 23:21:42.728281,b'0 \x00\x08dev/testSending message number',b'65536 \x00\x08dev/testSending message number'
2021-07-02 23:21:42.729339,b'0 \x00\x08dev/testSending message number',MESSAGE NOT FUZZED
2021-07-02 23:21:42.732026,b'\xe0\x00',b'\xe0\x80'
2021-07-02 23:21:42.732128,b'',MESSAGE NOT FUZZED
2021-07-02 23:21:42.733713,b' \x02\x00\x00',MESSAGE NOT FUZZED
2021-07-02 23:21:42.734833,b'',MESSAGE NOT FUZZED
2021-07-02 23:21:42.734884,b'',MESSAGE NOT FUZZED
2021-07-02 23:21:43.767145,b'\x10 \x00\x04MQTT\x04\xc2\x00<\x00\x00\x00\x08username\x00\x08password',MESSAGE NOT FUZZED
2021-07-02 23:21:43.768509,b'0\x0e\x00\x08dev/testMQTT0\x0e\x00\x08dev/testMQTT0\x0e\x00\x08dev/testMQTT0\x0e\x00\x08dev/testMQTT0\x0e\x00\x08dev/testMQTT0\x0e\x00\x08dev/testMQTT0\x0e\x00\x08dev/testMQTT',b'0\x0e\x00\x08dev/testMQTT0\x0e\x00\x08dev/testMQT0\x0e\x00\x08dev/testMQTT'
2021-07-02 23:21:43.769248,b'0\x0e\x00\x08dev/testMQTT',MESSAGE NOT FUZZED
2021-07-02 23:21:43.773499,b'0\x0e\x00\x08dev/testMQTT',b'0\xf3\xa0\x80\xac\xf3\xa0\x81\xe2\x81\xa8\xac21\x0e\x00\x08\xf3\xa0\x81\xa0dtMQTT'
2021-07-02 23:21:43.773559,b'0\x0e\x00\x08dev/testMQTT',MESSAGE NOT FUZZED
2021-07-02 23:21:43.776018,b'0\x0e\x00\x08dev/testMQTT',b'-128\xc0\xb5\x0e\xb5\xe1\x9a\x80\x0e\x00\x08devT'
2021-07-02 23:21:43.776077,b'0\x0e\x00\x08dev/testMQTT',MESSAGE NOT FUZZED
2021-07-02 23:21:43.785335,b'0\x0e\x00\x08dev/testMQTT',b'0\x00\x08dev/tesQ\xb0\xa0T\x81\xe2\xca'
2021-07-02 23:21:43.785434,b'0\x0e\x00\x08dev/testMQTT\xe0\x00',MESSAGE NOT FUZZED
